68394915,,23000.0,23000.0,23000.0, 36 months,6.49,704.83,A,A2,Cashier,10+ years,OWN,64000.0,Not Verified,Jan-2016,Fully Paid,n,,debt_consolidation,Debt consolidation,840xx,UT,14.72,0.0,Feb-2005,760.0,764.0,2.0,,,10.0,0.0,2662.0,10.6,19.0,w,0.0,0.0,24685.977355207204,24685.98,23000.0,1685.98,0.0,0.0,0.0,Jun-2017,13416.99,,Jun-2017,804.0,800.0,0.0,,1.0,Individual,,,,0.0,0.0,23013.0,1.0,2.0,1.0,3.0,5.0,20351.0,78.0,0.0,0.0,1447.0,45.0,25000.0,2.0,4.0,2.0,3.0,2301.0,20340.0,10.4,0.0,0.0,114.0,130.0,32.0,5.0,0.0,32.0,,5.0,,0.0,4.0,5.0,6.0,6.0,7.0,8.0,12.0,5.0,10.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,51102.0,23013.0,22700.0,26102.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68543936,,9000.0,9000.0,9000.0, 36 months,11.99,298.89,C,C1,team leader,4 years,RENT,62000.0,Source Verified,Jan-2016,Late (16-30 days),n,,debt_consolidation,Debt consolidation,997xx,AK,14.42,1.0,Jun-2011,675.0,679.0,1.0,11.0,,9.0,0.0,9153.0,39.6,16.0,w,881.32,881.32,9444.49,9444.49,8118.68,1310.81,15.0,0.0,0.0,Nov-2017,298.89,Jan-2018,Dec-2017,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,32063.0,2.0,2.0,1.0,3.0,7.0,22910.0,78.0,3.0,4.0,2650.0,61.0,23100.0,1.0,2.0,3.0,7.0,3563.0,10257.0,35.1,0.0,0.0,42.0,54.0,3.0,3.0,0.0,3.0,,4.0,,0.0,3.0,5.0,4.0,6.0,5.0,7.0,11.0,5.0,9.0,0.0,0.0,0.0,4.0,93.7,25.0,0.0,0.0,52516.0,32063.0,15800.0,29416.0,,,,,,,,,,,,,,N,INTEREST ONLY-3 MONTHS DEFERRAL,EXCESSIVE_OBLIGATIONS,COMPLETED,3.0,11.18,Jul-2017,Oct-2017,Aug-2017,3.0,11.0,In Grace Period,33.54,1173.16,2.66,Cash,N,,,,,,
68444676,,5000.0,5000.0,5000.0, 36 months,8.49,157.82,B,B1,Supv.,4 years,MORTGAGE,50000.0,Source Verified,Jan-2016,Current,n,,home_improvement,Home improvement,708xx,LA,18.57,0.0,Apr-1985,675.0,679.0,0.0,70.0,,3.0,0.0,15290.0,,10.0,w,1953.34,1953.34,3627.5,3627.5,3046.66,580.84,0.0,0.0,0.0,Dec-2017,157.82,Jan-2018,Dec-2017,774.0,770.0,0.0,70.0,1.0,Individual,,,,0.0,0.0,25113.0,0.0,1.0,0.0,1.0,21.0,4241.0,53.0,0.0,0.0,0.0,56.0,36000.0,0.0,1.0,0.0,1.0,8371.0,,,0.0,0.0,179.0,368.0,105.0,21.0,1.0,,70.0,,70.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,50.0,,0.0,0.0,53542.0,25113.0,0.0,8000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68524998,,3000.0,3000.0,3000.0, 36 months,14.85,103.78,C,C5,claim analyst,3 years,RENT,40000.0,Source Verified,Jan-2016,Fully Paid,n,,debt_consolidation,Debt consolidation,905xx,CA,2.28,1.0,May-2012,675.0,679.0,0.0,7.0,,8.0,0.0,1934.0,17.1,10.0,w,0.0,0.0,3488.0490466888,3488.05,3000.0,488.05,0.0,0.0,0.0,Apr-2017,2031.43,,May-2017,739.0,735.0,0.0,7.0,1.0,Individual,,,,0.0,0.0,1934.0,1.0,0.0,0.0,0.0,,0.0,,2.0,5.0,1732.0,17.0,11300.0,1.0,0.0,0.0,6.0,242.0,8966.0,17.7,1.0,0.0,,43.0,4.0,4.0,0.0,4.0,,13.0,7.0,1.0,2.0,2.0,6.0,7.0,0.0,7.0,9.0,2.0,8.0,0.0,0.0,1.0,2.0,90.0,0.0,0.0,0.0,11395.0,1934.0,10900.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68464943,,20000.0,20000.0,20000.0, 36 months,13.99,683.46,C,C4,Manager,5 years,MORTGAGE,52000.0,Source Verified,Jan-2016,Current,n,,debt_consolidation,Debt consolidation,761xx,TX,14.93,1.0,Oct-2008,665.0,669.0,0.0,8.0,,15.0,0.0,5176.0,27.8,42.0,w,8200.09,8200.09,15704.04,15704.04,11799.91,3904.13,0.0,0.0,0.0,Dec-2017,683.46,Jan-2018,Dec-2017,634.0,630.0,0.0,46.0,1.0,Individual,,,,0.0,373.0,18248.0,1.0,2.0,2.0,3.0,4.0,13072.0,90.0,1.0,8.0,1304.0,55.0,18600.0,0.0,0.0,0.0,11.0,1404.0,6996.0,15.7,0.0,0.0,78.0,86.0,9.0,4.0,0.0,9.0,8.0,,8.0,1.0,1.0,3.0,6.0,8.0,16.0,13.0,26.0,3.0,15.0,0.0,0.0,0.0,3.0,92.9,16.7,0.0,0.0,33061.0,18248.0,8300.0,14461.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68444406,,23000.0,23000.0,23000.0, 36 months,9.8,739.99,B,B3,RN,6 years,RENT,110000.0,Source Verified,Jan-2016,Fully Paid,n,,debt_consolidation,Debt consolidation,809xx,CO,7.88,0.0,Oct-2001,660.0,664.0,1.0,,65.0,14.0,1.0,9222.0,23.1,26.0,w,0.0,0.0,25879.554282244902,25879.55,23000.0,2879.55,0.0,0.0,0.0,Sep-2017,9634.67,,Sep-2017,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,42359.0,2.0,7.0,1.0,1.0,7.0,33137.0,93.0,2.0,2.0,6100.0,56.0,40000.0,3.0,0.0,5.0,3.0,3026.0,25629.0,24.6,0.0,0.0,111.0,170.0,1.0,1.0,1.0,1.0,,1.0,,0.0,3.0,4.0,4.0,8.0,9.0,7.0,16.0,4.0,14.0,0.0,0.0,0.0,3.0,100.0,25.0,1.0,0.0,75597.0,42359.0,34000.0,35597.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68052465,,29000.0,29000.0,29000.0, 36 months,9.8,933.03,B,B3,BUSINESS CONSULTANT,1 year,RENT,90000.0,Source Verified,Jan-2016,Current,n,,debt_consolidation,Debt consolidation,770xx,TX,19.44,0.0,Feb-2002,740.0,744.0,1.0,,,6.0,0.0,4328.0,20.0,13.0,w,11463.32,11463.32,21412.32,21412.32,17536.68,3875.64,0.0,0.0,0.0,Dec-2017,933.03,Jan-2018,Dec-2017,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,49253.0,2.0,2.0,1.0,1.0,10.0,19892.0,78.0,0.0,1.0,2619.0,20.0,21500.0,0.0,0.0,3.0,3.0,8208.0,7167.0,20.0,0.0,0.0,61.0,166.0,14.0,2.0,0.0,14.0,,5.0,,0.0,3.0,3.0,4.0,4.0,4.0,3.0,7.0,3.0,6.0,,0.0,0.0,2.0,100.0,0.0,0.0,0.0,75677.0,50448.0,21500.0,25472.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68464867,,8000.0,8000.0,8000.0, 36 months,7.91,250.36,A,A5,,,OWN,21720.0,Verified,Jan-2016,Fully Paid,n,,debt_consolidation,Debt consolidation,064xx,CT,28.84,0.0,Nov-1990,745.0,749.0,0.0,,,13.0,0.0,6463.0,20.2,31.0,w,0.0,0.0,8478.46187191,8478.46,8000.0,478.46,0.0,0.0,0.0,Jun-2017,481.98,,Jun-2017,809.0,805.0,0.0,,1.0,Individual,,,,0.0,0.0,13967.0,1.0,1.0,0.0,1.0,14.0,7504.0,76.0,4.0,5.0,2335.0,33.0,32000.0,2.0,6.0,2.0,6.0,1074.0,7889.0,37.9,0.0,0.0,150.0,301.0,1.0,1.0,1.0,9.0,,10.0,,0.0,6.0,9.0,6.0,9.0,6.0,12.0,24.0,9.0,13.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,41826.0,13967.0,12700.0,9826.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68092245,,20000.0,20000.0,20000.0, 60 months,14.85,474.23,C,C5,deputy,9 years,MORTGAGE,47000.0,Verified,Jan-2016,Current,n,,credit_card,Credit card refinancing,344xx,FL,16.01,3.0,Jan-2004,685.0,689.0,1.0,22.0,,15.0,0.0,14569.0,69.0,24.0,w,14010.11,14010.11,10874.29,10874.29,5989.89,4884.4,0.0,0.0,0.0,Dec-2017,474.23,Jan-2018,Dec-2017,629.0,625.0,0.0,22.0,1.0,Individual,,,,0.0,196.0,126990.0,1.0,0.0,0.0,0.0,73.0,0.0,,1.0,2.0,3157.0,69.0,21100.0,1.0,0.0,1.0,2.0,8466.0,1953.0,82.7,0.0,0.0,115.0,143.0,5.0,5.0,4.0,14.0,23.0,5.0,23.0,0.0,9.0,14.0,9.0,12.0,2.0,14.0,18.0,14.0,15.0,0.0,0.0,1.0,1.0,87.5,77.8,0.0,0.0,143600.0,14569.0,11300.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68062521,,5250.0,5250.0,5250.0, 36 months,8.49,165.71,B,B1,Truck Driver,6 years,RENT,36000.0,Source Verified,Jan-2016,Late (16-30 days),n,,debt_consolidation,Debt consolidation,840xx,UT,31.33,0.0,Dec-1993,710.0,714.0,0.0,58.0,71.0,6.0,1.0,4755.0,48.0,16.0,w,2201.17,2201.17,3643.14,3643.14,3048.83,594.31,0.0,0.0,0.0,Nov-2017,165.71,Jan-2018,Dec-2017,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,57496.0,1.0,2.0,2.0,2.0,5.0,52741.0,89.0,0.0,0.0,477.0,83.0,9900.0,0.0,7.0,1.0,2.0,9583.0,1023.0,31.8,0.0,0.0,108.0,264.0,25.0,5.0,0.0,44.0,,12.0,58.0,0.0,1.0,3.0,1.0,3.0,6.0,4.0,10.0,3.0,6.0,0.0,0.0,0.0,2.0,93.7,0.0,1.0,0.0,69445.0,57496.0,1500.0,59545.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
